Ticket ID,Customer Name,Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
2129,1121,1185,19,2,22,589,1,14,2238,0,67,3,0,808,2460,3.0
2130,153,432,41,1,10,184,1,12,2043,0,2592,0,3,466,830,5.0
2132,1942,1850,54,0,15,264,2,13,1958,0,761,0,1,1065,445,1.0
2135,361,2212,28,0,6,589,2,1,779,0,2683,2,3,580,940,4.0
2139,451,2194,38,2,15,19,1,15,790,0,2571,0,2,1039,103,3.0
2140,2329,2519,65,2,10,402,0,15,410,0,1623,0,0,1827,1387,2.0
2143,219,1642,50,0,9,141,4,1,48,0,480,0,0,1302,1382,5.0
2145,2120,2714,28,0,25,273,2,15,1072,0,177,1,3,1744,2067,2.0
2153,1379,2545,25,0,15,442,3,6,344,0,1135,3,0,619,500,3.0
2155,1402,2491,69,0,9,538,2,9,1330,0,1918,3,1,731,2231,5.0
2156,2042,1376,22,0,22,480,0,5,1449,0,1176,1,0,851,1101,5.0
2161,2429,581,54,1,27,244,0,0,861,0,1192,3,2,1877,1016,4.0
2163,2027,214,44,2,0,573,0,9,10,0,2282,2,1,2128,2406,5.0
2167,130,2715,49,0,22,635,2,12,843,0,1995,2,3,2095,1620,5.0
2174,1639,1328,54,1,12,658,3,11,202,0,2764,2,3,2025,1262,5.0
2178,1667,289,30,1,18,603,0,14,2539,0,1351,1,2,11,393,2.0
2180,1007,1364,50,0,29,554,2,0,1122,0,2147,1,1,615,2358,4.0
2185,2377,173,38,0,30,359,3,14,2611,0,340,3,0,455,750,4.0
2188,2356,1479,32,0,17,663,3,10,13,0,105,2,2,649,128,2.0
2194,49,12,49,0,27,236,0,11,2608,0,1395,3,1,1090,2176,5.0
2198,1207,476,60,2,4,124,1,2,1275,0,1733,2,3,115,861,4.0
2200,1335,1938,28,2,10,593,0,9,1445,0,1376,3,1,2483,256,3.0
2203,2032,2338,53,0,32,240,2,13,831,0,1641,3,0,1098,2420,4.0
2207,68,1765,21,2,27,425,1,14,1450,0,1179,3,2,2593,1283,4.0
2208,530,2147,51,0,36,660,4,1,1748,0,2388,3,0,2078,1650,2.0
2212,1371,1814,63,1,2,617,3,6,1162,0,1107,1,0,1376,2106,3.0
2216,1440,1949,29,0,37,354,4,15,1509,0,2056,1,0,1663,15,3.0
2217,329,172,44,0,16,35,0,7,576,0,2277,0,3,1119,1971,5.0
2222,2511,2335,53,0,37,144,3,5,2401,0,1101,1,0,125,2116,1.0
2223,1399,1200,67,1,5,103,0,11,1470,0,2121,1,1,1904,545,3.0
2226,1649,1407,70,1,39,369,1,8,590,0,595,0,2,948,1263,5.0
2227,1508,414,61,2,32,260,2,12,7,0,2684,2,3,2205,1433,4.0
2229,900,138,60,0,38,270,4,7,1172,0,356,1,2,694,1124,3.0
2230,2697,747,54,2,36,110,3,2,1882,0,2286,3,1,2476,915,4.0
2232,2216,2073,40,0,29,594,4,9,2409,0,1315,3,1,2188,1508,5.0
2237,839,2048,50,2,30,687,4,6,45,0,2023,3,1,672,2483,3.0
2245,2198,2059,54,1,41,253,4,10,2084,0,25,1,0,2180,178,3.0
2246,1472,2550,59,2,2,243,2,11,1668,0,2701,3,0,1301,2096,1.0
2247,750,523,42,1,21,255,2,1,657,0,2625,2,0,24,22,5.0
2248,927,343,61,1,22,293,4,3,187,0,1537,0,3,2331,1522,2.0
2250,1978,299,18,1,40,561,0,14,1516,0,2559,0,0,860,1246,4.0
2252,1975,2087,25,2,24,112,2,15,2300,0,635,1,2,1807,1832,3.0
2253,748,1776,48,0,1,258,1,13,2645,0,1680,1,1,1874,1652,3.0
2255,2063,992,54,1,32,454,0,9,716,0,2575,1,0,372,2100,3.0
2262,1977,472,58,0,36,46,1,4,796,0,73,3,1,1546,1511,3.0
2263,1407,920,57,2,20,669,3,5,1288,0,1229,1,2,10,1673,2.0
2267,1648,1750,59,2,10,699,2,10,1547,0,2659,0,3,868,334,1.0
2270,989,96,38,2,34,234,4,14,2669,0,692,0,1,1159,2408,3.0
2272,1532,1560,48,1,33,133,0,12,686,0,686,2,0,923,1089,4.0
2274,554,1170,21,1,9,560,2,12,1165,0,826,3,2,543,869,1.0
2277,702,2320,52,1,6,681,4,10,2010,0,424,2,3,1830,2536,1.0
2281,1966,868,60,2,10,409,3,0,1094,0,675,2,3,2362,208,2.0
2286,2573,16,65,0,27,46,3,13,496,0,1172,0,1,2316,908,4.0
2290,1538,145,54,0,16,216,1,2,1702,0,1905,0,1,2589,1589,2.0
2295,1327,2189,62,0,31,392,1,0,185,0,2129,1,1,203,843,1.0
2307,575,1726,19,0,40,57,3,15,2477,0,1452,0,1,1392,977,3.0
2312,2399,990,35,1,28,195,3,11,347,0,1788,1,2,262,2371,1.0
2314,922,872,49,1,6,362,1,6,2497,0,2757,1,2,2220,87,3.0
2315,1907,923,41,0,39,4,4,9,197,0,322,1,3,29,964,1.0
2321,2529,1137,61,1,39,544,4,8,1694,0,1309,3,0,1563,2108,3.0
2322,2649,1051,47,1,14,650,4,6,182,0,2297,3,0,482,1565,1.0
2323,1850,1829,48,0,30,549,2,2,595,0,1542,1,3,1538,1799,3.0
2324,1414,724,33,0,25,192,2,12,285,0,698,2,0,843,2552,5.0
2325,2296,2037,22,1,41,467,0,11,1341,0,1237,2,2,2338,2043,2.0
2327,21,1111,28,1,38,332,3,3,706,0,2347,2,1,1626,412,3.0
2329,320,2503,41,0,3,527,0,1,1220,0,574,0,2,63,2134,4.0
2338,934,353,29,1,2,208,4,9,2406,0,1679,0,0,1306,2059,1.0
2339,712,2580,56,0,38,586,3,13,573,0,2136,3,1,2022,419,2.0
2341,2594,2288,26,1,37,177,4,8,1633,0,60,2,0,638,2527,3.0
2342,341,180,48,1,14,661,4,12,523,0,1468,3,1,1999,438,2.0
2345,2066,1104,68,1,17,690,1,7,1777,0,245,0,0,1225,1288,3.0
2346,1569,15,43,1,19,598,2,1,2299,0,545,0,2,2614,76,2.0
2347,1795,1690,68,0,5,379,2,10,2024,0,2350,2,0,1909,1709,5.0
2352,885,1024,20,0,6,665,0,11,1425,0,337,3,2,1156,1792,5.0
2358,2209,2555,44,0,35,464,1,5,524,0,2162,1,1,848,279,5.0
2359,2167,1756,56,1,12,383,4,1,2663,0,1569,2,3,353,1978,1.0
2361,1518,1140,51,0,4,582,4,15,1829,0,176,3,2,102,1814,1.0
2362,573,352,25,0,14,662,0,11,1526,0,879,3,3,438,121,3.0
2363,2215,2356,58,1,37,77,0,4,2393,0,2462,0,0,669,1693,1.0
2365,1987,1555,46,2,16,250,3,11,1960,0,841,1,3,866,1718,4.0
2368,2625,2046,49,2,4,191,3,12,548,0,2118,0,0,686,1045,4.0
2372,599,795,42,1,21,604,1,7,588,0,1967,2,2,748,2048,2.0
2373,726,1131,60,1,4,26,4,11,1468,0,257,3,3,2326,2339,1.0
2378,2613,1628,45,1,24,426,2,2,170,0,2417,2,1,400,2579,2.0
2379,161,2258,50,2,37,159,4,15,2103,0,2618,3,2,995,1287,2.0
2388,70,2012,67,0,30,76,0,8,2272,0,2681,3,3,2148,1370,1.0
2391,2260,458,30,2,37,91,4,5,606,0,1108,0,2,1056,1334,1.0
2393,1032,189,41,2,39,259,3,1,691,0,2060,3,2,172,413,4.0
2395,1733,1858,23,0,41,293,3,3,2031,0,726,1,1,42,1641,1.0
2398,1794,386,28,1,2,539,3,2,240,0,1770,1,1,274,31,1.0
2402,1188,1246,29,0,41,36,0,12,2182,0,1087,3,2,1801,1860,2.0
2403,2310,841,67,0,14,359,2,9,438,0,1267,2,3,2582,2466,2.0
2404,858,1442,41,0,4,484,3,8,1166,0,1131,2,1,1485,20,2.0
2410,1419,431,41,2,5,62,1,10,272,0,2519,2,3,222,2317,5.0
2411,2317,1186,36,2,11,470,4,15,37,0,2724,0,2,20,1924,5.0
2412,467,1240,59,1,26,327,4,4,2087,0,885,3,2,1654,1850,2.0
2413,376,813,41,0,31,710,4,15,2488,0,2406,1,0,258,1649,5.0
2414,868,1427,26,0,27,317,2,4,454,0,2178,0,0,2083,987,4.0
2416,1140,1583,69,2,40,199,4,9,121,0,1182,2,0,738,2330,3.0
2417,1651,1373,66,1,2,5,3,2,1527,0,2413,3,0,2281,1137,3.0
2421,365,1258,28,1,30,681,3,6,1191,0,588,2,1,1076,1026,1.0
2422,1125,24,52,1,39,477,1,2,356,0,619,0,1,305,796,3.0
2426,2251,857,65,1,8,664,2,7,1092,0,1147,0,1,204,480,3.0
2431,300,1467,61,2,12,78,3,14,2231,0,2337,1,2,1557,482,3.0
2439,1323,750,65,2,16,707,3,13,2233,0,1651,1,0,327,2078,5.0
2441,504,1045,56,0,10,391,2,11,705,0,1286,2,1,648,263,3.0
2442,2059,1826,46,0,14,320,1,15,2651,0,1099,1,0,1870,1310,3.0
2450,1059,410,58,0,8,560,1,10,895,0,786,2,3,980,1264,3.0
2452,2683,2227,47,2,36,431,3,11,2242,0,602,2,2,2145,1112,3.0
2454,2614,882,52,2,3,650,1,6,2094,0,2196,1,0,711,304,2.0
2456,850,1255,51,0,41,147,3,4,917,0,1673,2,3,2242,1972,4.0
2461,671,459,37,2,21,216,4,11,1064,0,1873,2,1,1952,72,1.0
2465,2242,651,50,1,25,263,2,15,1727,0,1930,0,2,654,1656,5.0
2466,2290,1942,21,2,23,540,2,11,1622,0,2467,0,3,1131,542,3.0
2467,2455,1638,68,2,40,344,0,7,729,0,1198,3,3,601,2198,1.0
2468,1209,1156,66,2,18,324,2,4,2041,0,2145,0,2,418,196,3.0
2470,1606,228,62,2,15,4,0,5,769,0,137,0,0,1403,2054,4.0
2471,2071,599,58,1,20,642,1,13,2391,0,1382,2,0,564,1874,1.0
2472,1737,2344,59,2,24,283,4,3,1336,0,1906,3,1,41,231,3.0
2473,2413,137,53,0,22,645,4,8,1514,0,1990,1,3,1792,1861,4.0
2474,1897,1323,53,2,35,686,4,7,191,0,1089,3,2,988,2164,4.0
2477,1755,272,54,2,40,108,3,7,621,0,1590,1,1,521,2580,2.0
2479,1819,848,21,0,21,492,4,11,1233,0,717,3,3,269,791,3.0
2486,2162,2613,54,0,11,646,4,9,1945,0,2355,1,3,525,975,2.0
2488,2281,347,20,0,21,210,2,8,1516,0,2058,2,3,2042,356,4.0
2489,796,1298,30,0,0,342,1,1,2006,0,1647,0,1,1655,216,1.0
2492,249,1082,39,0,2,192,4,1,1237,0,1968,3,1,2091,717,1.0
2493,2590,2436,35,0,25,174,0,11,752,0,1038,0,1,220,2033,2.0
2507,978,1089,24,1,3,654,3,8,291,0,1173,1,0,291,2417,3.0
2517,1869,2295,42,0,2,696,4,6,2148,0,2594,2,2,1981,1894,1.0
2518,1071,1418,36,1,28,600,1,13,2373,0,1019,3,3,1592,648,3.0
2523,1328,2162,32,1,29,697,4,13,765,0,2139,2,1,1260,2457,4.0
2530,1881,2206,21,0,17,7,0,3,1301,0,844,0,3,2207,2421,1.0
2532,1196,761,67,2,32,462,4,9,1830,0,2038,0,0,412,471,5.0
2534,26,884,50,2,17,555,0,4,699,0,2637,2,3,1782,2066,1.0
2536,624,2514,38,0,31,179,1,1,692,0,2593,0,2,970,629,4.0
2540,2658,2363,59,1,31,12,0,11,2083,0,2332,0,2,92,28,4.0
2541,2527,1648,57,0,26,380,4,11,707,0,765,2,2,650,429,4.0
2545,2177,1157,63,0,9,533,2,0,81,0,1601,0,2,2013,821,2.0
2548,2501,379,48,0,0,126,2,5,1369,0,1387,1,2,1784,1611,3.0
2549,1133,1860,38,2,35,692,3,8,460,0,255,2,1,182,1239,5.0
2555,2622,676,51,2,41,186,0,7,620,0,14,0,2,2478,1261,5.0
2556,803,440,47,0,26,414,2,2,2008,0,2497,1,0,380,227,5.0
2557,915,1013,35,0,34,685,4,7,389,0,1795,1,2,1963,817,3.0
2568,109,1552,63,1,31,534,2,4,655,0,551,1,2,346,274,1.0
2574,336,874,50,0,20,691,3,13,1718,0,516,0,1,350,1252,1.0
2576,1592,2262,29,1,33,664,1,8,1766,0,85,1,0,883,667,4.0
2580,497,1715,48,2,38,550,4,3,2386,0,1499,3,0,2146,653,3.0
2587,1838,1800,62,1,22,77,3,13,2446,0,1486,3,3,1417,2095,5.0
2588,1456,2647,46,0,8,250,3,4,658,0,2042,2,0,1256,880,5.0
2589,1808,1512,20,0,39,160,3,15,76,0,144,2,0,1391,850,2.0
2590,2611,2504,40,0,7,9,2,14,1676,0,950,3,1,392,1852,4.0
2591,753,2254,36,0,39,141,2,11,2110,0,335,2,2,533,179,3.0
2597,761,987,70,1,6,205,1,8,2354,0,2174,2,1,312,1119,1.0
2608,63,1455,57,1,28,71,3,7,446,0,1558,2,1,1314,2357,3.0
2610,1246,1391,41,2,10,217,1,5,1728,0,1808,2,3,587,1251,4.0
2612,2199,329,64,2,1,95,0,3,1394,0,2202,1,0,2636,2587,1.0
2613,1591,2709,44,2,11,108,0,15,2289,0,2306,0,1,597,392,2.0
2619,1858,1112,59,2,40,18,0,0,1146,0,1111,0,1,2528,566,3.0
2622,1164,2112,29,2,31,473,2,13,1189,0,300,2,2,2237,1126,5.0
2629,343,130,66,0,14,673,3,4,1869,0,2614,1,2,2097,217,2.0
2630,2488,2426,69,0,0,335,0,2,535,0,991,0,0,1685,2243,5.0
2631,2183,497,45,2,4,473,2,5,100,0,591,1,0,2410,1482,3.0
2637,2559,1291,64,2,24,346,0,4,519,0,2738,3,3,2579,1498,3.0
2638,2170,912,55,0,35,530,3,5,2514,0,268,2,3,2031,1898,2.0
2639,277,1700,51,2,1,134,3,7,2356,0,1848,0,1,281,2103,1.0
2644,832,327,46,2,7,569,0,7,927,0,262,1,0,1017,559,3.0
2645,2207,1076,31,1,14,393,2,0,1509,0,2713,3,3,2129,2237,1.0
2646,588,41,62,1,36,337,2,10,2210,0,836,2,3,2218,2616,3.0
2649,1574,895,31,0,1,661,0,6,2264,0,331,2,3,44,2555,4.0
2650,1494,988,31,1,18,360,2,12,432,0,2057,1,3,880,2322,3.0
2651,646,84,32,1,13,609,3,13,766,0,1175,0,2,1449,317,1.0
2652,1018,975,36,1,30,128,3,1,430,0,1384,0,1,2609,2255,3.0
2657,93,968,18,1,1,670,3,2,2215,0,43,3,1,117,396,5.0
2661,2016,624,28,1,40,466,4,7,2321,0,432,1,2,2189,26,4.0
2662,1790,260,51,1,26,36,1,7,143,0,311,2,2,1116,1528,3.0
2671,2173,1520,57,1,30,660,1,14,2600,0,517,3,2,456,259,2.0
2674,411,1699,62,1,14,221,3,11,159,0,272,3,2,1053,198,1.0
2679,735,57,69,2,41,533,4,11,2027,0,491,0,1,30,1668,3.0
2680,256,217,63,2,28,309,2,5,2348,0,1577,2,1,1117,2290,3.0
2683,2581,74,30,1,34,270,2,13,256,0,2357,3,0,753,1138,2.0
2684,738,2662,34,2,13,524,0,6,1159,0,534,0,3,1135,457,4.0
2687,2543,1196,67,1,7,418,0,4,1044,0,943,1,1,1177,833,2.0
2696,131,1965,18,1,25,101,1,9,833,0,1562,3,1,1752,2041,2.0
2699,2468,886,28,0,26,396,2,1,142,0,1485,2,2,1549,42,2.0
2701,2321,2203,63,0,2,557,4,4,495,0,103,0,3,416,1635,1.0
2702,837,1922,44,1,33,197,2,9,70,0,1707,0,0,2501,707,3.0
2703,1582,2694,39,1,13,178,2,10,439,0,684,0,2,2577,1845,5.0
2705,2418,2575,29,0,41,294,1,5,537,0,2748,2,2,249,690,4.0
2712,1413,2010,53,2,17,105,0,13,1103,0,2382,3,0,2100,1869,3.0
2716,1290,2213,27,0,33,209,4,12,975,0,1030,2,1,23,2549,3.0
2718,1524,526,19,0,32,558,1,1,2650,0,2550,0,3,514,1048,5.0
2727,223,422,20,0,26,713,2,9,1258,0,894,3,2,1728,154,4.0
2729,2134,2122,19,2,40,233,2,14,2609,0,967,1,0,1959,444,3.0
2730,776,2587,28,2,6,366,0,3,1380,0,2378,2,1,2619,1311,3.0
2734,374,119,30,1,32,138,0,2,2109,0,1706,1,0,906,2336,1.0
2737,2586,1416,65,2,38,20,2,4,1805,0,1205,2,1,2339,2353,2.0
2739,1478,1267,70,0,11,188,1,4,2145,0,1959,2,0,1979,2040,5.0
2740,1265,484,28,0,6,335,0,8,2341,0,927,3,1,1802,1944,2.0
2742,321,1502,62,0,2,414,3,15,2641,0,139,0,2,2597,1062,1.0
2752,1958,1327,33,1,14,51,2,11,2598,0,2215,2,0,1083,2440,4.0
2753,502,1880,44,0,32,317,2,0,2635,0,1667,3,1,1522,1920,1.0
2754,1491,2256,39,1,9,116,1,6,1987,0,2280,2,1,38,2132,1.0
2755,521,782,23,0,17,26,3,3,371,0,1684,0,3,1806,2150,1.0
2756,121,462,53,0,20,104,0,1,2320,0,2650,1,2,434,212,5.0
2760,2407,2009,22,0,3,263,2,0,2524,0,2216,3,1,942,1128,1.0
2763,1853,348,65,1,23,407,4,14,2495,0,74,1,1,1352,2599,3.0
2767,2111,1389,31,0,20,286,2,15,1569,0,1080,1,2,1095,2154,5.0
2771,1647,1580,22,1,41,276,0,7,2217,0,2054,0,3,484,1671,3.0
2773,2645,1377,69,2,18,382,4,12,2278,0,899,0,2,1006,1719,5.0
2774,1836,1454,58,0,7,463,2,15,2467,0,2123,2,3,979,2148,3.0
2780,2632,2125,41,1,24,153,1,15,1982,0,2208,3,0,1998,2462,3.0
2781,881,1302,41,0,20,428,3,2,977,0,1695,1,0,143,2199,5.0
2784,650,2207,48,2,0,669,2,12,1175,0,1417,1,3,273,1985,5.0
2788,1224,2054,67,0,10,72,2,15,1016,0,360,0,1,1928,697,2.0
2796,1960,672,33,2,29,290,4,6,112,0,2063,1,3,2340,1274,5.0
2801,1329,450,34,1,4,677,0,3,2490,0,2687,2,0,926,1806,4.0
2802,1780,1654,66,1,0,7,1,10,1286,0,790,0,1,2625,1540,5.0
2804,465,2316,53,1,9,238,1,4,1530,0,908,3,0,478,1286,4.0
2808,258,1459,56,2,24,444,4,6,514,0,2210,0,1,903,2378,5.0
2809,2031,87,49,0,32,466,4,2,1697,0,1523,0,1,1994,2229,5.0
2810,1190,2355,54,0,28,606,2,6,1943,0,512,2,3,1238,1736,3.0
2811,1882,1349,34,0,9,264,1,12,1265,0,566,0,3,1374,1365,3.0
2812,1976,1466,19,0,5,326,4,13,2353,0,2071,0,3,921,1695,3.0
2816,1482,1405,64,0,2,200,0,2,872,0,2443,1,0,1839,268,1.0
2818,2508,2725,70,1,28,249,2,4,1528,0,2700,2,1,50,928,5.0
2819,29,1559,39,1,11,92,4,10,671,0,661,3,3,1797,2228,3.0
2821,2598,2626,56,2,39,644,4,6,938,0,1666,0,2,2329,225,5.0
2823,2678,1661,52,1,16,366,2,13,233,0,1444,0,2,325,743,2.0
2829,2690,2360,39,2,1,594,4,1,2318,0,663,3,0,749,1151,3.0
2833,2584,258,56,1,9,148,4,15,24,0,1564,2,2,1582,636,1.0
2839,1619,702,52,0,8,315,0,9,2604,0,1404,3,2,319,1281,1.0
2840,1066,261,32,2,12,8,1,9,2659,0,730,1,2,1527,694,4.0
2842,2467,2025,65,1,17,694,1,8,926,0,2461,1,0,2492,34,1.0
2843,1320,1100,39,1,31,609,0,10,1412,0,1497,2,2,935,1909,4.0
2846,207,203,37,2,9,20,4,4,1883,0,12,1,0,465,1047,1.0
2848,221,896,45,0,1,167,4,0,820,0,2226,1,0,382,1033,2.0
2850,80,2683,70,2,18,235,3,2,821,0,1254,0,0,2117,2300,3.0
2854,1185,2541,44,0,19,407,3,11,1644,0,1391,0,0,1085,476,2.0
2855,2300,1093,54,0,40,419,0,9,215,0,1120,1,2,2315,478,5.0
2857,2130,1056,27,0,22,715,4,3,1844,0,1991,1,2,758,2498,1.0
2860,2193,2472,57,2,29,527,4,12,1705,0,180,1,2,1873,1203,5.0
2863,1351,2642,22,1,11,383,1,1,546,0,2364,3,2,2445,260,1.0
2872,423,1644,42,2,41,342,2,9,866,0,2252,1,2,1780,1122,5.0
2875,331,925,34,2,41,93,4,14,2660,0,2649,3,0,93,1810,4.0
2878,968,993,42,2,13,127,2,5,2465,0,760,3,2,66,1687,1.0
2881,802,2352,50,1,21,193,0,6,2184,0,1793,2,0,2134,815,4.0
2884,441,2264,56,0,34,361,1,2,567,0,2439,2,0,793,1572,2.0
2890,27,1817,60,1,31,123,3,6,73,0,2165,0,2,2321,1823,5.0
2893,2173,2508,54,1,37,522,2,8,1559,0,2501,1,2,2193,97,1.0
2901,2638,953,56,2,25,627,2,0,1264,0,1621,2,0,965,29,1.0
2904,880,1161,64,0,11,619,0,10,1261,0,1765,2,0,1789,2074,5.0
2905,1763,2242,52,1,17,223,3,1,89,0,2464,2,3,2067,507,2.0
2909,1312,1498,51,2,9,36,2,12,898,0,667,1,1,598,45,4.0
2911,1068,916,36,2,4,591,4,8,787,0,1240,2,1,1899,192,2.0
2914,1254,1040,70,0,6,662,1,3,768,0,430,1,2,1501,1437,1.0
2915,1029,2002,40,0,12,220,3,1,1284,0,599,2,3,2650,1774,4.0
2918,2394,140,51,2,32,119,1,13,338,0,1396,1,0,1245,1415,1.0
2920,645,2447,70,2,33,107,0,7,1537,0,1412,1,2,1722,615,3.0
2922,2182,2595,42,0,29,343,0,7,468,0,2016,2,0,21,807,2.0
2928,278,2611,69,0,41,616,3,6,632,0,2074,2,2,736,282,2.0
2929,2145,2341,64,2,41,519,3,1,1268,0,1580,2,1,1363,2481,2.0
2930,1797,2596,66,1,31,431,1,10,802,0,2061,1,1,1000,2083,3.0
2934,95,1868,44,2,36,629,3,0,761,0,778,1,1,235,773,4.0
2935,1707,705,50,0,16,294,1,3,2625,0,1776,1,0,292,1913,5.0
2938,226,160,20,0,9,255,4,8,847,0,897,0,1,1193,2591,4.0
2939,1486,492,34,1,17,626,0,7,1618,0,875,0,3,1200,1236,3.0
2947,1618,862,39,2,27,243,4,8,1989,0,71,3,2,1357,1632,1.0
2955,2354,2553,60,1,32,569,4,0,399,0,2663,2,1,424,2642,1.0
2956,31,167,43,1,3,113,2,7,1091,0,1142,1,0,2102,1228,1.0
2967,1844,89,60,1,25,287,1,14,1632,0,1882,0,0,789,2494,4.0
2968,2391,2407,18,2,8,268,4,0,1863,0,1965,0,3,1145,1705,2.0
2969,513,1306,45,0,37,297,2,0,1573,0,1478,1,0,1198,2314,5.0
2970,1916,1406,33,2,15,242,2,11,653,0,184,2,2,301,1954,2.0
2975,809,161,52,1,25,43,2,1,2039,0,473,1,3,660,1063,1.0
2976,217,1966,66,2,8,515,3,7,2091,0,1657,2,2,56,922,3.0
2985,1501,2569,49,2,1,438,0,2,1706,0,2447,0,3,1012,1964,1.0
2988,1451,1596,34,0,34,139,0,15,2111,0,1870,0,2,929,601,4.0
2989,274,577,50,0,9,292,2,2,811,0,2765,0,0,185,2433,2.0
2993,944,861,57,2,2,684,3,7,2016,0,2111,3,3,2298,553,4.0
2996,1646,1714,63,0,3,91,4,11,1263,0,2230,1,0,1678,1084,4.0
3000,15,344,44,0,29,66,3,6,646,0,359,3,3,1509,2639,5.0
3001,2205,611,34,2,23,116,4,1,2654,0,930,2,3,127,856,5.0
3002,829,1397,26,0,22,203,2,3,925,0,2161,3,1,775,1957,4.0
3006,202,979,28,0,22,436,1,14,91,0,1763,0,2,2064,658,1.0
3008,2601,172,44,1,40,330,2,2,767,0,1615,3,2,183,2352,1.0
3009,1506,1907,41,0,33,528,3,6,1803,0,1481,2,3,180,2551,5.0
3012,882,1386,27,0,8,106,3,9,219,0,2053,3,3,1730,2346,4.0
3013,2593,2263,43,1,34,43,2,9,891,0,162,1,1,614,530,5.0
3014,387,1696,24,1,30,423,4,15,226,0,597,0,2,101,1141,5.0
3015,440,2442,69,0,26,96,3,3,785,0,2513,1,2,1766,81,5.0
3020,2289,2632,42,0,7,6,1,15,1038,0,1912,1,0,617,1559,2.0
3022,1878,2521,64,0,24,587,1,7,244,0,1971,1,2,2076,1763,5.0
3023,159,1649,67,2,4,66,1,9,1234,0,926,0,2,797,705,1.0
3030,2545,552,67,0,17,628,2,8,342,0,415,0,0,2217,920,5.0
3031,2695,2461,29,1,1,314,3,12,2090,0,2482,1,1,32,2340,4.0
3032,1855,662,38,1,1,232,4,6,924,0,1711,0,3,2386,842,5.0
3034,950,413,21,0,1,15,3,10,2201,0,51,1,3,2618,2394,1.0
3035,705,2351,65,2,34,520,3,8,970,0,933,0,1,1903,1155,5.0
3037,1599,1601,34,0,22,166,1,12,2468,0,2236,2,0,213,2047,1.0
3041,564,597,42,0,29,310,3,12,1132,0,1188,1,1,1278,1331,3.0
3042,492,201,57,1,41,125,0,11,1432,0,2386,0,3,1126,1491,2.0
3045,1545,2496,42,1,23,463,2,0,2449,0,1457,2,1,492,837,4.0
3046,751,1969,34,1,41,41,2,10,1012,0,2755,3,3,1480,2015,1.0
3049,2644,735,61,0,13,101,3,13,295,0,323,0,0,1097,340,2.0
3051,1652,1749,62,2,12,96,4,7,542,0,1768,3,2,2439,502,2.0
3053,444,127,34,0,20,6,1,13,2592,0,818,3,2,200,2008,1.0
3055,954,2042,31,0,13,426,0,9,1606,0,130,1,0,2527,655,2.0
3060,895,1840,52,1,37,573,2,13,426,0,1769,0,1,1199,2590,2.0
3063,662,275,59,1,12,63,3,15,888,0,1595,2,0,2641,1289,4.0
3064,2085,531,34,0,9,328,1,7,1546,0,307,3,3,1365,2213,5.0
3066,2188,2567,41,1,36,449,4,2,1086,0,1897,0,0,1701,911,5.0
3067,2236,739,62,0,26,111,3,7,1896,0,2523,2,1,1335,1347,1.0
3070,2677,444,34,2,25,317,2,11,2642,0,2638,0,0,2395,106,3.0
3071,22,2668,41,0,38,249,0,3,363,0,1726,0,3,1855,2318,4.0
3075,1295,790,42,0,41,591,1,11,26,0,1783,3,3,2617,491,1.0
3076,225,2490,42,0,21,369,2,11,1116,0,2152,0,2,2631,1785,1.0
3079,889,1426,28,1,8,578,4,11,637,0,935,2,3,1502,1563,2.0
3081,1877,1177,25,1,8,168,3,6,1379,0,969,1,2,1794,1163,5.0
3091,2425,1232,68,2,8,69,1,4,476,0,902,1,0,2310,1519,3.0
3094,2143,1333,52,2,19,489,4,14,569,0,552,0,0,1233,2135,3.0
3098,45,798,35,2,35,324,4,9,799,0,833,3,3,2494,1683,3.0
3100,1353,1695,19,1,18,98,3,0,2171,0,909,3,3,1884,66,2.0
3102,2591,2478,36,0,13,337,3,7,310,0,1450,3,2,313,968,3.0
3106,1951,775,39,2,36,168,2,11,2059,0,21,2,1,1779,2640,4.0
3114,338,286,38,0,36,566,3,0,2507,0,644,0,2,1308,584,2.0
3116,2634,1281,20,0,28,642,2,12,2216,0,2317,2,0,2512,1165,2.0
3117,855,2346,21,1,26,444,1,11,816,0,1829,3,1,1108,2013,2.0
3122,1587,68,32,2,26,462,4,1,1831,0,1037,2,0,1196,1173,4.0
3123,346,282,31,1,20,187,0,7,1350,0,1892,1,1,364,1250,5.0
3124,1277,515,61,0,9,424,4,14,1229,0,2251,1,2,1360,973,3.0
3131,194,622,70,2,18,36,2,2,2538,0,155,0,2,1686,1210,5.0
3132,1077,2129,54,0,12,564,0,15,2678,0,1126,1,1,2034,1817,1.0
3133,779,1385,27,2,19,70,3,1,2404,0,1645,3,1,1317,2628,3.0
3137,959,2526,18,0,32,539,0,9,1807,0,2528,0,3,2454,1427,1.0
3138,891,2275,42,1,19,425,2,7,409,0,2376,3,2,709,529,2.0
3141,2426,1611,32,1,15,61,2,1,2223,0,1895,3,2,1588,984,4.0
3143,463,2480,36,1,32,596,4,5,1097,0,2344,0,1,1321,1059,2.0
3145,1562,1194,36,0,25,19,0,15,1493,0,782,1,3,1941,1892,4.0
3147,1627,1698,45,1,39,604,3,9,1720,0,2311,1,2,2466,441,1.0
